edge_id,from_id,to_id
284,303,117
285,303,178
286,303,234
287,303,243
288,304,44
289,307,37
290,310,149
291,310,199
292,312,33
293,312,109
294,313,243
295,314,0
296,314,9
297,315,6
298,315,186
299,317,44
300,318,10
301,318,175
302,321,18
303,321,49
304,321,136
305,323,273
306,324,95
307,324,162
308,324,194
309,325,15
310,325,321
311,326,247
312,326,288
313,328,14
314,328,75
315,328,247
316,329,71
317,329,197
318,329,315
319,330,46
320,333,6
321,333,224
322,334,8
323,335,9
324,337,149
325,340,141
326,340,179
327,340,217
328,341,40
329,341,49
330,341,95
331,341,182
332,341,313
333,342,6
334,343,18
335,343,122
336,343,179
337,344,121
338,345,44
339,345,197
340,347,40
341,348,128
342,349,9
343,350,329
344,353,111
345,354,71
346,355,8
347,355,84
348,357,0
349,357,11
350,358,15
351,358,121
352,358,178
353,359,6
354,359,158
355,360,39
356,361,15
357,361,44
358,363,6
359,364,65
360,365,17
361,367,17
362,367,270
363,369,329
364,370,40
365,370,65
366,371,75
367,372,2
368,372,40
369,372,261
370,373,37
371,373,99
372,374,123
373,374,207
374,375,144
375,375,193
376,375,323
377,375,340
378,376,16
379,377,18
380,377,77
381,378,88
382,379,6
383,379,104
384,380,57
385,381,40
386,381,245
387,383,16
388,384,156
389,386,84
390,386,310
391,388,49
392,392,11
393,392,44
394,393,18
395,396,280
396,396,375
397,399,34
398,399,207
399,400,158
400,402,21
401,402,166
402,403,14
403,404,40
404,404,375
405,406,51
406,408,44
407,408,65
408,409,122
409,410,167
410,411,341
411,413,6
412,414,219
413,415,122
414,418,14
415,418,145
416,419,15
417,420,142
418,421,196
419,422,10
420,422,12
421,422,15
422,422,41
423,423,317
424,424,18
425,425,144
426,427,167
427,428,161
428,428,321
429,429,9
430,431,21
431,432,40
432,433,178
433,433,186
434,435,167
435,438,156
436,438,179
437,438,184
438,438,312
439,438,427
440,440,10
441,440,178
442,442,41
443,444,247
444,446,182
445,448,188
446,449,44
447,449,375
448,450,44
449,451,100
450,452,33
451,453,6
452,454,81
453,455,211
454,455,227
455,455,286
456,455,435
457,456,1
458,456,273
459,457,273
460,458,138
461,459,71
462,460,37
463,461,358
464,463,14
465,463,98
466,463,234
467,463,399
468,463,418
469,464,207
470,464,403
471,466,21
472,467,130
473,469,21
474,470,413
475,474,245
476,475,111
477,475,455
478,477,270
479,478,44
480,479,128
481,479,280
482,480,0
483,480,315
484,480,428
485,481,142
486,482,6
487,482,399
488,484,270
489,485,57
490,485,341
491,486,10
492,486,15
493,488,99
494,489,165
495,489,375
496,491,344
497,492,41
498,493,329
499,494,73
500,495,41
501,496,15
502,497,16
503,497,18
504,499,11
505,501,422
506,502,175
507,503,122
508,504,33
509,504,116
510,505,6
511,505,15
512,505,24
513,505,236
514,507,192
515,507,388
516,507,418
517,508,60
518,509,202
519,509,341
520,510,53
521,510,372
522,510,422
523,511,361
524,512,82
525,513,489
526,515,313
527,517,303
528,519,6
529,519,150
530,520,50
531,522,24
532,524,46
533,527,329
534,528,104
535,531,40
536,533,127
537,533,295
538,536,334
539,536,361
540,537,127
541,537,423
542,538,104
543,540,75
544,541,24
545,545,95
546,547,14
547,547,47
548,547,340
549,548,328
550,549,103
551,549,281
552,549,341
553,551,50
554,553,40
555,553,358
556,554,21
557,555,38
558,555,219
559,556,39
560,558,71
561,558,211
562,559,9
563,559,67
564,560,8
565,561,207
566,561,288
567,561,419
568,562,156
569,562,271
570,563,15
571,564,44
572,564,178
573,564,489
574,565,6
575,570,199
576,570,207
577,571,38
578,574,151
579,574,375
580,574,425
581,575,16
582,575,44
583,575,555
584,576,15
585,577,551
586,578,348
587,578,459
588,579,72
589,582,8
590,583,143
591,587,537
592,589,161
593,591,37
594,591,454
595,593,14
596,595,15
597,595,480
598,597,49
599,598,21
600,600,14
601,601,149
602,605,158
603,605,479
604,608,248
605,608,286
606,609,111
607,609,113
608,609,562
609,612,33
610,612,95
611,613,6
612,614,17
613,614,549
614,615,121
615,615,154
616,615,227
617,616,270
618,616,496
619,616,615
620,617,71
621,618,549
622,619,6
623,621,104
624,621,115
625,621,375
626,622,234
627,624,372
628,625,208
629,625,303
630,625,421
631,626,0
632,629,109
633,629,158
634,629,197
635,630,0
636,630,6
637,631,40
638,631,357
639,631,450
640,633,7
641,633,219
642,633,224
643,633,553
644,634,44
645,634,418
646,635,493
647,636,440
648,637,40
649,637,158
650,638,6
651,641,81
652,642,50
653,642,217
654,643,14
655,643,425
656,643,565
657,645,2
658,645,44
659,646,10
660,646,40
661,646,50
662,647,93
663,648,9
664,648,519
665,649,41
666,650,463
667,651,496
668,654,145
669,654,151
670,654,178
671,655,162
672,656,148
673,657,16
674,658,33
675,658,301
676,658,497
677,659,7
678,659,202
679,661,77
680,661,496
681,662,455
682,665,555
683,667,497
684,669,5
685,669,373
686,670,469
687,670,659
688,671,40
689,671,164
690,672,9
691,672,44
692,672,261
693,676,413
694,678,193
695,679,128
696,679,403
697,680,575
698,681,3
699,681,57
700,683,428
701,684,33
702,686,50
703,687,178
704,687,334
705,689,533
706,690,484
707,691,402
708,693,6
709,693,163
710,693,179
711,693,428
712,696,247
713,697,50
714,698,178
715,698,578
716,700,497
717,700,637
718,701,270
719,701,303
720,701,438
721,701,533
722,701,700
723,702,128
724,702,280
725,703,270
726,703,638
727,704,8
728,705,171
729,710,49
730,712,650
731,714,156
732,717,510
733,718,547
734,719,693
735,720,273
736,720,329
737,722,499
738,722,633
739,723,11
740,723,77
741,723,158
742,723,329
743,723,354
744,724,121
745,725,16
746,725,95
747,727,19
748,727,37
749,727,70
750,731,0
751,731,583
752,732,11
753,732,453
754,734,2
755,735,233
756,735,631
757,738,43
758,738,125
759,739,455
760,740,247
761,742,33
762,742,167
763,744,24
764,744,427
765,745,33
766,745,104
767,747,33
768,748,122
769,749,9
770,750,558
771,752,44
772,754,99
773,754,358
774,756,14
775,756,75
776,756,165
777,758,44
778,759,162
779,759,375
780,761,224
781,761,310
782,762,517
783,765,6
784,765,247
785,765,723
786,766,18
787,767,13
788,768,122
789,771,8
790,771,461
791,771,536
792,771,615
793,772,144
794,774,242
795,775,12
796,777,145
797,777,422
798,779,2
799,779,564
800,782,2
801,782,130
802,782,158
803,783,167
804,784,18
805,786,199
806,787,460
807,788,19
808,788,497
809,789,671
810,790,33
811,790,304
812,790,591
813,791,15
814,791,334
815,792,403
816,792,418
817,793,104
818,793,179
819,793,740
820,794,236
821,799,91
822,800,170
823,800,647
824,803,142
825,803,277
826,804,650
827,806,422
828,807,53
829,807,359
830,807,455
831,808,40
832,808,583
833,809,18
834,809,224
835,810,130
836,810,683
837,811,165
838,811,178
839,812,99
840,812,318
841,812,418
842,813,8
843,813,96
844,814,369
845,814,451
846,815,57
847,817,388
848,818,43
849,818,484
850,819,409
851,823,9
852,823,399
853,824,424
854,825,418
855,825,597
856,826,637
857,827,512
858,828,325
859,830,165
860,830,182
861,831,624
862,832,0
863,833,167
864,833,196
865,833,428
866,833,537
867,834,624
868,835,8
869,835,38
870,835,39
871,836,344
872,836,547
873,840,12
874,842,15
875,842,44
876,842,199
877,845,103
878,845,814
879,846,19
880,846,698
881,848,125
882,848,819
883,849,6
884,850,248
885,853,329
886,854,9
887,854,295
888,854,422
889,855,75
890,856,21
891,856,104
892,856,428
893,856,670
894,862,196
895,863,60
896,863,300
897,867,455
898,868,95
899,868,422
900,869,142
901,870,121
902,871,50
903,873,0
904,873,115
905,874,17
906,876,357
907,876,403
908,876,512
909,877,44
910,878,510
911,880,53
912,881,178
913,884,303
914,885,261
915,886,340
916,887,477
917,889,210
918,889,672
919,889,700
920,893,559
921,894,178
922,895,8
923,895,71
924,895,422
925,895,480
926,896,400
927,898,40
928,898,154
929,903,65
930,904,17
931,904,40
932,904,44
933,904,142
934,904,178
935,907,11
936,908,16
937,908,44
938,908,463
939,909,82
940,909,143
941,909,475
942,911,344
943,913,65
944,913,375
945,916,6
946,916,18
947,916,40
948,917,73
949,918,11
950,920,155
951,921,669
952,922,354
953,923,814
954,924,771
955,924,807
956,924,887
957,926,162
958,927,281
959,928,6
960,929,43
961,929,280
962,930,624
963,931,353
964,931,497
965,932,558
966,934,15
967,934,510
968,934,848
969,935,381
970,936,37
971,936,830
972,936,835
973,937,15
974,938,605
975,941,484
976,942,125
977,943,633
978,946,179
979,947,438
980,948,328
981,950,51
982,951,909
983,952,44
984,952,880
985,953,128
986,953,247
987,953,889
988,953,924
989,959,561
990,959,887
991,960,766
992,961,277
993,963,8
994,963,40
995,963,454
996,964,111
997,965,57
998,965,128
999,966,24
1000,966,142
1001,967,67
1002,971,18
1003,971,854
1004,972,85
1005,974,381
1006,975,950
1007,976,1
1008,976,261
1009,976,496
1010,977,125
1011,980,286
1012,982,19
1013,983,9
1014,985,281
1015,985,344
1016,986,14
1017,987,34
1018,987,340
1019,990,70
1020,994,148
1021,994,270
1022,994,341
1023,994,615
1024,996,6
1025,996,19
1026,999,723
1027,1000,425
1028,1001,111
1029,1002,19
1030,1003,13
1031,1003,166
1032,1003,273
1033,1003,904
1034,1004,830
1035,1007,15
1036,1008,18
1037,1009,71
1038,1009,182
1039,1010,49
1040,1011,519
1041,1011,840
1042,1012,869
1043,1013,148
1044,1014,57
1045,1015,15
1046,1015,654
1047,1016,725
1048,1017,485
1049,1017,1003
1050,1018,41
1051,1018,475
1052,1019,167
1053,1019,193
1054,1019,570
1055,1021,162
1056,1022,33
1057,1024,2
1058,1024,75
1059,1024,167
1060,1026,2
1061,1027,53
1062,1027,661
1063,1028,37
1064,1028,712
1065,1029,39
1066,1029,477
1067,1030,34
1068,1031,868
1069,1032,2
1070,1032,111
1071,1033,93
1072,1033,621
1073,1037,372
1074,1037,867
1075,1039,163
1076,1040,6
1077,1041,49
1078,1041,70
1079,1042,765
1080,1043,946
1081,1044,39
1082,1045,44
1083,1047,15
1084,1049,555
1085,1050,659
1086,1051,9
1087,1052,1045
1088,1053,44
1089,1053,971
1090,1054,85
1091,1054,633
1092,1056,929
1093,1059,371
1094,1059,633
1095,1060,93
1096,1061,1056
1097,1062,712
1098,1063,689
1099,1064,6
1100,1064,15
1101,1064,186
1102,1066,213
1103,1067,402
1104,1068,6
1105,1068,422
1106,1069,44
1107,1069,140
1108,1072,393
1109,1072,982
1110,1073,273
1111,1074,328
1112,1077,370
1113,1079,75
1114,1080,303
1115,1080,400
1116,1080,418
1117,1081,418
1118,1082,41
1119,1082,53
1120,1083,155
1121,1084,717
1122,1086,111
1123,1088,21
1124,1088,40
1125,1088,341
1126,1090,33
1127,1091,987
1128,1092,207
1129,1092,601
1130,1092,959
1131,1094,371
1132,1095,14
1133,1095,222
1134,1095,565
1135,1096,422
1136,1096,681
1137,1098,455
1138,1101,60
1139,1101,934
1140,1102,835
1141,1102,953
1142,1103,790
1143,1105,72
1144,1105,344
1145,1106,60
1146,1106,334
1147,1108,12
1148,1108,659
1149,1109,227
1150,1110,2
1151,1112,771
1152,1113,0
1153,1114,149
1154,1116,14
1155,1117,270
1156,1120,166
1157,1121,421
1158,1121,625
1159,1124,18
1160,1125,40
1161,1125,158
1162,1126,15
1163,1126,33
1164,1126,248
1165,1127,261
1166,1127,418
1167,1128,84
1168,1128,208
1169,1129,497
1170,1132,158
1171,1133,633
1172,1134,193
1173,1135,39
1174,1135,247
1175,1136,1030
1176,1136,1102
1177,1137,845
1178,1139,310
1179,1142,2
1180,1142,43
1181,1142,178
1182,1142,451
1183,1144,522
1184,1146,88
1185,1147,438
1186,1149,292
1187,1150,178
1188,1151,9
1189,1152,6
1190,1152,243
1191,1152,497
1192,1153,17
1193,1153,466
1194,1158,478
1195,1161,638
1196,1163,156
1197,1163,661
1198,1163,835
1199,1167,402
1200,1170,0
1201,1170,444
1202,1170,720
1203,1170,1151
1204,1172,44
1205,1172,207
1206,1174,315
1207,1174,1026
1208,1175,428
1209,1179,18
1210,1179,464
1211,1179,670
1212,1180,113
1213,1181,304
1214,1181,461
1215,1182,40
1216,1184,0
1217,1184,1080
1218,1185,142
1219,1186,0
1220,1186,71
1221,1186,791
1222,1186,1010
1223,1187,173
1224,1187,643
1225,1187,811
1226,1189,489
1227,1191,11
1228,1192,740
1229,1194,501
1230,1194,1002
1231,1195,40
1232,1197,292
1233,1198,167
1234,1199,422
1235,1200,959
1236,1201,359
1237,1202,33
1238,1203,44
1239,1203,247
1240,1203,315
1241,1203,987
1242,1205,37
1243,1205,40
1244,1206,3
1245,1207,7
1246,1209,247
1247,1209,392
1248,1211,73
1249,1211,312
1250,1211,409
1251,1214,510
1252,1214,1102
1253,1215,553
1254,1216,496
1255,1217,67
1256,1218,207
1257,1218,510
1258,1219,111
1259,1223,247
1260,1223,624
1261,1224,1059
1262,1225,178
1263,1225,790
1264,1226,350
1265,1227,375
1266,1227,903
1267,1229,17
1268,1229,38
1269,1229,618
1270,1230,422
1271,1231,313
1272,1232,645
1273,1234,123
1274,1234,302
1275,1234,759
1276,1235,324
1277,1236,551
1278,1236,1170
1279,1237,178
1280,1238,50
1281,1240,44
1282,1240,464
1283,1241,24
1284,1242,281
1285,1243,7
1286,1243,372
1287,1244,2
1288,1247,178
1289,1247,273
1290,1247,1080
1291,1248,1077
1292,1249,2
1293,1249,18
1294,1250,71
1295,1252,161
1296,1252,771
1297,1252,884
1298,1253,466
1299,1254,854
1300,1255,153
1301,1257,50
1302,1257,638
1303,1258,207
1304,1258,661
1305,1263,393
1306,1263,477
1307,1264,2
1308,1264,149
1309,1264,178
1310,1264,234
1311,1264,633
1312,1264,683
1313,1267,158
1314,1267,766
1315,1268,758
1316,1270,745
1317,1272,2
1318,1272,51
1319,1274,6
1320,1276,37
1321,1276,334
1322,1276,965
1323,1277,630
1324,1278,197
1325,1280,245
1326,1280,258
1327,1280,438
1328,1281,44
1329,1283,49
1330,1284,536
1331,1284,1084
1332,1285,17
1333,1285,302
1334,1286,1080
1335,1287,463
1336,1287,1236
1337,1288,136
1338,1289,15
1339,1290,555
1340,1290,810
1341,1292,18
1342,1292,337
1343,1292,561
1344,1293,533
1345,1294,409
1346,1294,723
1347,1295,17
1348,1298,422
1349,1298,480
1350,1298,489
1351,1298,1187
1352,1300,24
1353,1300,486
1354,1301,793
1355,1302,145
1356,1302,835
1357,1303,50
1358,1303,297
1359,1304,477
1360,1305,128
1361,1308,15
1362,1308,162
1363,1308,790
1364,1309,1108
1365,1311,166
1366,1311,184
1367,1312,657
1368,1313,271
1369,1314,39
1370,1314,44
1371,1315,6
1372,1315,122
1373,1316,270
1374,1317,21
1375,1317,1152
1376,1320,1082
1377,1322,24
1378,1323,165
1379,1325,50
1380,1326,413
1381,1326,936
1382,1327,303
1383,1329,50
1384,1329,422
1385,1329,1024
1386,1330,1096
1387,1332,1024
1388,1333,277
1389,1334,1142
1390,1335,531
1391,1335,536
1392,1337,961
1393,1340,8
1394,1340,976
1395,1341,1203
1396,1342,142
1397,1342,994
1398,1343,166
1399,1343,818
1400,1344,608
1401,1348,302
1402,1350,44
1403,1350,549
1404,1351,15
1405,1352,497
1406,1352,854
1407,1352,1305
1408,1353,357
1409,1353,629
1410,1354,34
1411,1354,402
1412,1354,413
1413,1356,485
1414,1356,804
1415,1357,9
1416,1358,1337
1417,1359,167
1418,1359,934
1419,1362,300
1420,1363,533
1421,1365,1068
1422,1366,52
1423,1368,21
1424,1368,790
1425,1369,218
1426,1369,1340
1427,1370,1243
1428,1372,127
1429,1376,77
1430,1378,1199
1431,1379,633
1432,1379,693
1433,1381,158
1434,1381,874
1435,1382,156
1436,1383,39
1437,1383,547
1438,1384,647
1439,1385,185
1440,1385,904
1441,1386,533
1442,1387,425
1443,1388,1329
1444,1389,41
1445,1391,1285
1446,1392,815
1447,1393,423
1448,1393,480
1449,1395,621
1450,1396,10
1451,1396,41
1452,1396,82
1453,1397,648
1454,1398,207
1455,1399,1308
1456,1402,19
1457,1402,1060
1458,1404,40
1459,1404,647
1460,1405,804
1461,1406,701
1462,1406,1109
1463,1407,541
1464,1408,377
1465,1410,293
1466,1416,756
1467,1417,125
1468,1417,643
1469,1419,44
1470,1420,359
1471,1420,553
1472,1420,669
1473,1421,361
1474,1422,44
1475,1422,455
1476,1423,1127
1477,1425,1381
1478,1426,1113
1479,1427,811
1480,1428,470
1481,1430,37
1482,1431,972
1483,1432,463
1484,1432,1366
1485,1434,85
1486,1434,270
1487,1435,21
1488,1435,1340
1489,1436,645
1490,1436,742
1491,1437,44
1492,1438,357
1493,1439,44
1494,1440,1042
1495,1441,178
1496,1441,1315
1497,1442,799
1498,1444,533
1499,1445,649
1500,1446,136
1501,1446,166
1502,1447,65
1503,1450,421
1504,1450,1109
1505,1452,505
1506,1452,1187
1507,1454,570
1508,1454,904
1509,1455,33
1510,1455,631
1511,1456,742
1512,1457,1003
1513,1459,6
1514,1460,281
1515,1461,559
1516,1462,929
1517,1462,1406
1518,1463,202
1519,1464,934
1520,1464,1015
1521,1465,807
1522,1467,1289
1523,1470,388
1524,1471,1106
1525,1471,1417
1526,1473,65
1527,1474,57
1528,1475,791
1529,1476,207
1530,1477,774
1531,1477,1203
1532,1479,451
1533,1479,559
1534,1480,1398
1535,1481,422
1536,1483,1456
1537,1485,509
1538,1486,1402
1539,1492,375
1540,1493,738
1541,1493,1109
1542,1496,44
1543,1498,381
1544,1499,15
1545,1501,49
1546,1501,175
1547,1501,782
1548,1502,179
1549,1503,848
1550,1504,963
1551,1504,1247
1552,1505,6
1553,1505,348
1554,1505,1010
1555,1506,40
1556,1506,799
1557,1506,1294
1558,1507,49
1559,1507,150
1560,1509,497
1561,1510,286
1562,1510,854
1563,1510,994
1564,1510,1209
1565,1511,211
1566,1511,375
1567,1514,162
1568,1514,987
1569,1516,6
1570,1516,116
1571,1516,302
1572,1516,683
1573,1517,404
1574,1518,622
1575,1521,575
1576,1522,650
1577,1525,1420
1578,1526,559
1579,1526,1352
1580,1527,15
1581,1528,185
1582,1528,402
1583,1528,1280
1584,1531,18
1585,1532,18
1586,1532,145
1587,1533,1041
1588,1535,273
1589,1535,1079
1590,1536,207
1591,1536,1139
1592,1537,485
1593,1538,807
1594,1538,1471
1595,1539,179
1596,1540,556
1597,1540,1396
1598,1542,489
1599,1542,987
1600,1543,375
1601,1543,895
1602,1544,280
1603,1544,1276
1604,1545,427
1605,1545,1267
1606,1545,1362
1607,1547,158
1608,1547,624
1609,1549,149
1610,1549,1462
1611,1550,399
1612,1551,1434
1613,1558,5
1614,1558,193
1615,1558,281
1616,1560,144
1617,1561,44
1618,1561,313
1619,1562,335
1620,1562,1420
1621,1563,928
1622,1565,9
1623,1565,517
1624,1565,951
1625,1568,1396
1626,1569,178
1627,1570,111
1628,1570,162
1629,1570,403
1630,1571,128
1631,1571,676
1632,1572,1505
1633,1573,8
1634,1574,541
1635,1580,7
1636,1581,887
1637,1582,162
1638,1582,1091
1639,1584,279
1640,1585,219
1641,1585,651
1642,1585,1216
1643,1587,455
1644,1588,109
1645,1588,710
1646,1588,1264
1647,1589,113
1648,1589,722
1649,1590,553
1650,1591,1506
1651,1592,1109
1652,1593,641
1653,1594,81
1654,1594,163
1655,1594,541
1656,1595,14
1657,1595,759
1658,1596,904
1659,1598,75
1660,1598,329
1661,1599,976
1662,1602,197
1663,1602,1485
1664,1603,162
1665,1606,0
1666,1606,371
1667,1607,1187
1668,1608,399
1669,1610,337
1670,1611,280
1671,1611,601
1672,1611,625
1673,1612,44
1674,1612,455
1675,1613,454
1676,1615,47
1677,1617,480
1678,1618,313
1679,1618,328
1680,1618,359
1681,1618,1393
1682,1619,460
1683,1621,703
1684,1621,1317
1685,1623,17
1686,1623,556
1687,1623,654
1688,1624,1456
1689,1625,2
1690,1625,561
1691,1626,349
1692,1626,454
1693,1627,349
1694,1628,164
1695,1628,1340
1696,1628,1441
1697,1630,67
1698,1630,683
1699,1630,1170
1700,1632,2
1701,1632,14
1702,1632,536
1703,1635,303
1704,1635,456
1705,1637,60
1706,1638,85
1707,1638,527
1708,1640,21
1709,1640,33
1710,1640,924
1711,1641,15
1712,1641,224
1713,1641,531
1714,1643,433
1715,1643,810
1716,1643,1024
1717,1645,548
1718,1646,334
1719,1647,1561
1720,1649,893
1721,1651,478
1722,1651,814
1723,1651,924
1724,1651,1264
1725,1652,21
1726,1653,91
1727,1654,5
1728,1656,17
1729,1657,15
1730,1658,167
1731,1658,303
1732,1658,928
1733,1659,1547
1734,1660,95
1735,1660,142
1736,1660,413
1737,1661,9
1738,1661,10
1739,1661,835
1740,1661,1232
1741,1661,1480
1742,1662,408
1743,1662,936
1744,1663,485
1745,1663,1498
1746,1669,367
1747,1669,574
1748,1671,18
1749,1672,166
1750,1673,375
1751,1674,158
1752,1674,184
1753,1675,161
1754,1675,270
1755,1676,642
1756,1676,1044
1757,1677,701
1758,1677,1599
1759,1678,207
1760,1678,451
1761,1679,17
1762,1679,32
1763,1679,1013
1764,1680,243
1765,1680,856
1766,1681,1072
1767,1682,186
1768,1682,1606
1769,1685,98
1770,1685,185
1771,1688,1
1772,1688,1127
1773,1689,597
1774,1689,1570
1775,1692,17
1776,1692,93
1777,1692,722
1778,1693,40
1779,1696,1276
1780,1697,185
1781,1698,38
1782,1700,91
1783,1701,39
1784,1703,280
1785,1703,1685
1786,1705,1
1787,1705,50
1788,1705,161
1789,1705,431
1790,1705,863
1791,1707,185
1792,1708,18
1793,1708,601
1794,1709,40
1795,1710,318
1796,1710,1561
1797,1712,273
1798,1712,868
1799,1712,1710
1800,1715,1103
1801,1716,302
1802,1718,34
1803,1719,1252
1804,1719,1356
1805,1720,9
1806,1720,75
1807,1721,1284
1808,1722,0
1809,1722,687
1810,1723,17
1811,1723,399
1812,1723,835
1813,1723,1526
1814,1726,519
1815,1726,908
1816,1727,273
1817,1727,315
1818,1727,1611
1819,1728,148
1820,1731,575
1821,1733,1526
1822,1735,541
1823,1736,50
1824,1738,11
1825,1739,178
1826,1741,510
1827,1741,676
1828,1743,122
1829,1744,186
1830,1744,517
1831,1745,358
1832,1746,6
1833,1748,601
1834,1750,75
1835,1750,600
1836,1750,1236
1837,1751,782
1838,1752,15
1839,1752,337
1840,1753,18
1841,1754,264
1842,1754,403
1843,1757,15
1844,1757,178
1845,1757,1383
1846,1758,8
1847,1761,1146
1848,1762,158
1849,1763,1746
1850,1764,683
1851,1764,985
1852,1765,1479
1853,1766,2
1854,1767,533
1855,1768,422
1856,1769,1406
1857,1770,9
1858,1771,1342
1859,1772,52
1860,1773,12
1861,1773,44
1862,1773,1108
1863,1774,625
1864,1774,1602
1865,1777,455
1866,1778,2
1867,1778,496
1868,1780,11
1869,1781,724
1870,1781,1223
1871,1781,1435
1872,1782,1124
1873,1784,19
1874,1785,161
1875,1787,422
1876,1789,486
1877,1791,37
1878,1793,156
1879,1794,936
1880,1794,1510
1881,1795,18
1882,1795,1088
1883,1797,393
1884,1798,643
1885,1800,91
1886,1801,10
1887,1801,43
1888,1801,113
1889,1801,1152
1890,1802,1234
1891,1803,65
1892,1804,104
1893,1804,142
1894,1804,600
1895,1806,0
1896,1806,217
1897,1806,621
1898,1806,793
1899,1806,1532
1900,1807,40
1901,1808,51
1902,1815,832
1903,1816,772
1904,1817,17
1905,1818,6
1906,1819,863
1907,1820,155
1908,1823,216
1909,1826,1244
1910,1827,1406
1911,1828,60
1912,1828,355
1913,1829,1264
1914,1830,24
1915,1830,37
1916,1830,497
1917,1831,8
1918,1831,562
1919,1831,1030
1920,1832,0
1921,1832,922
1922,1833,497
1923,1834,122
1924,1834,354
1925,1835,846
1926,1836,75
1927,1836,934
1928,1838,40
1929,1839,1572
1930,1841,85
1931,1842,111
1932,1844,904
1933,1845,972
1934,1846,77
1935,1846,258
1936,1847,37
1937,1847,1080
1938,1848,77
1939,1848,908
1940,1849,832
1941,1849,967
1942,1849,1348
1943,1852,936
1944,1852,1422
1945,1856,647
1946,1856,996
1947,1857,448
1948,1858,845
1949,1858,1255
1950,1859,1170
1951,1860,124
1952,1860,1656
1953,1862,115
1954,1863,301
1955,1863,1710
1956,1866,1506
1957,1867,37
1958,1868,466
1959,1869,10
1960,1869,570
1961,1870,219
1962,1874,15
1963,1874,1264
1964,1874,1427
1965,1875,411
1966,1875,509
1967,1875,782
1968,1876,1203
1969,1876,1510
1970,1877,1816
1971,1878,638
1972,1878,1543
1973,1880,823
1974,1880,1264
1975,1881,661
1976,1881,966
1977,1883,33
1978,1883,485
1979,1884,128
1980,1884,540
